QB02, gain, 0.870, 1.105, 1.071, 1.060, 1.020
QB02, offset, -1.491, -2.820, -3.338, -2.954, -4.722
QB02, irradiance, 1370.92, 1949.59, 1823.63, 1553.78, 1102.85
WV01, gain, 1.016
WV01, offset, -1.824
WV01, irradiance, 1478.62
GE01, gain, 0.970, 1.053, 0.994, 0.998, 0.994
GE01, offset, -1.926, -4.437, -4.175, -3.754, -3.870
GE01, irradiance, 1610.73, 1993.18, 1828.83, 1491.49, 1022.58
WV02, gain, 0.942, 1.151, 0.988, 0.936, 0.949, 0.952, 0.974, 0.961, 1.002
WV02, offset, -2.704, -7.478, -5.736, -3.546, -3.564, -2.512, -4.120, -3.300, -2.891
WV02, irradiance, 1571.36, 1773.81, 2007.27, 1829.62, 1701.85, 1538.85, 1346.09, 1053.21,856.599
WV03, gain, 0.950, 0.905, 0.940, 0.938, 0.962, 0.964, 1.000, 0.961, 0.978, 1.200, 1.227, 1.199, 1.196, 1.262, 1.314, 1.346, 1.376
WV03, offset, -3.629, -8.604, -5.809, -4.996, -3.649, -3.021, -4.521, -5.522, -2.992, -5.546, -2.600, -2.309, -1.676, -0.705, -0.669, -0.512, -0.372
WV03, irradiance, 1575.41, 1757.89, 2004.61, 1830.18, 1712.07, 1535.33, 1348.08, 1055.94, 858.77, 479.019, 263.797, 225.283, 197.552, 90.4178, 85.0642, 76.9507, 68.0988
